ID,Formula,Bulk,Mo,Nb,Ta,Ti,V,W,Zr
10607,Ta30Ti15Nb23V15Mo15W30,202.379216,15,23,30,15,15,30,0
8188,Zr30Ta23Ti15V15W45,167.95137,0,0,23,15,15,45,30
6908,Zr23Ta30Ti15V15Mo30W15,168.653416,30,0,30,15,15,15,23
6762,Zr68Ti15Nb15Mo30,113.841281,30,15,0,15,0,0,68
5697,Ta15Ti45Nb30W38,176.061554,0,30,15,45,0,38,0
10980,Zr15Ta30W83,235.622077,0,0,30,0,0,83,15
495,Zr60Ta15Nb30Mo23,126.676704,23,30,15,0,0,0,60
5238,Ta60Ti15V15Mo23W15,201.59731,23,0,60,15,15,15,0
2104,Ta60Nb23V15Mo15W15,205.151306,15,23,60,0,15,15,0
3210,Zr23Ta30Ti15Nb45W15,154.309834,0,45,30,15,0,15,23
8892,Nb15V53W60,232.680236,0,15,0,0,53,60,0
11721,Zr15Ta15Nb15V15Mo38W30,208.049149,38,15,15,0,15,30,15
9940,Zr30Ti38V15Mo45,137.73802,45,0,0,38,15,0,30
578,Ti45V53Mo30,161.762584,30,0,0,45,53,0,0
1698,Zr38Ta15Ti30V15Mo15W15,132.616402,15,0,15,30,15,15,38
5113,Ti15Nb45V15W53,209.066299,0,45,0,15,15,53,0
1237,Zr15Ti30V15Mo38W30,182.915963,38,0,0,30,15,30,15
3560,Ta60Ti15Nb30V23,174.394511,0,30,60,15,23,0,0
4745,Zr75Ti15Mo15W23,116.446876,15,0,0,15,0,23,75
9518,Zr30Nb60V15W23,156.049084,0,60,0,0,15,23,30
8527,Ta15Ti15Nb38V15Mo45,194.064414,45,38,15,15,15,0,0
11852,Zr23Ti30Nb30Mo15W30,158.761083,15,30,0,30,0,30,23
2821,Zr30Ta15Ti23Nb15Mo30W15,154.100111,30,15,15,23,0,15,30
7482,Ta30Ti15V45Mo15W23,198.410503,15,0,30,15,45,23,0
11638,Ta30Ti15Mo45W38,232.807487,45,0,30,15,0,38,0
653,Ta30Ti23Nb30Mo45,190.8122,45,30,30,23,0,0,0
9866,Ta60V45Mo23,198.759369,23,0,60,0,45,0,0
2479,Zr15Ta60Ti15Mo15W23,184.768317,15,0,60,15,0,23,15
3799,Zr30Ti38Nb15Mo45,140.497702,45,15,0,38,0,0,30
4809,Ta53Ti30Mo15W30,198.450982,15,0,53,30,0,30,0
4035,Ti15V75Mo23W15,194.114239,23,0,0,15,75,15,0
11899,Ta68V15Mo15W30,223.324626,15,0,68,0,15,30,0
920,Nb30Mo98,234.914406,98,30,0,0,0,0,0
4663,Ta30Ti45Nb38V15,147.421947,0,38,30,45,15,0,0
1781,Zr23Ti45V30Mo30,134.661759,30,0,0,45,30,0,23
9268,Ta30Ti38V30Mo15W15,173.877071,15,0,30,38,30,15,0
2680,Zr15Ti23V75Mo15,146.688026,15,0,0,23,75,0,15
7476,Zr23Ta15Nb30V45Mo15,154.190004,15,30,15,0,45,0,23
10345,Ta45Ti15Nb38Mo30,189.238634,30,38,45,15,0,0,0
11297,Ta98Nb15W15,205.111456,0,15,98,0,0,15,0
1839,Zr15Ti15Nb30V38Mo15W15,161.639251,15,30,0,15,38,15,15
1311,Zr45Ta30Ti23V15Mo15,121.689714,15,0,30,23,15,0,45
3022,Ti60Nb38V30,131.426497,0,38,0,60,30,0,0
2594,Ta45Nb15V23Mo45,209.050246,45,15,45,0,23,0,0
11345,Zr15Nb15V15Mo38W45,219.86772,38,15,0,0,15,45,15
10435,Zr23Ta90Ti15,151.883516,0,0,90,15,0,0,23
6012,Ti30Nb53V15W30,177.20283,0,53,0,30,15,30,0
9091,Zr68Ti30V15Mo15,102.855385,15,0,0,30,15,0,68
5663,Zr15Ti30Nb38Mo30W15,164.934059,30,38,0,30,0,15,15
2336,Zr15Ta15Nb38V45W15,167.472814,0,38,15,0,45,15,15
3336,Zr53Ta60Mo15,136.542452,15,0,60,0,0,0,53
7339,Ta38V45W45,222.67156,0,0,38,0,45,45,0
5836,Zr15V75Mo15W23,182.781824,15,0,0,0,75,23,15
2938,Zr38Ta30Ti30Mo30,135.172972,30,0,30,30,0,0,38
461,Zr45Ta30Nb30W23,146.109915,0,30,30,0,0,23,45
7644,Zr30Ta15Ti15Nb23Mo15W30,163.444124,15,23,15,15,0,30,30
5321,Zr15Ta15Ti23Nb30Mo45,168.743964,45,30,15,23,0,0,15
8371,Zr15Ti15Nb15V68Mo15,151.098527,15,15,0,15,68,0,15
6550,Zr23Ta45Nb15V30Mo15,160.903023,15,15,45,0,30,0,23
311,Ta53Mo75,233.490924,75,0,53,0,0,0,0
11513,Zr15Ta15Ti30Nb30V15Mo23,149.190861,23,30,15,30,15,0,15
10263,Ti15V38Mo30W45,227.160574,30,0,0,15,38,45,0
5451,Zr105W23,99.326969,0,0,0,0,0,23,105
8715,Zr15Ta45V23Mo15W30,194.707307,15,0,45,0,23,30,15
4321,Ta15Ti23Nb30V15Mo15W30,194.456195,15,30,15,23,15,30,0
5035,Ti15Nb68V15Mo30,180.103827,30,68,0,15,15,0,0
10177,Zr15Ti15Nb45V30Mo23,154.86001,23,45,0,15,30,0,15
8143,Zr30Ta30Ti30Nb23W15,137.771671,0,23,30,30,0,15,30
6796,Ti60Nb30Mo23W15,157.11702,23,30,0,60,0,15,0
1005,Ta15Ti15Nb60Mo38,189.383406,38,60,15,15,0,0,0
8940,Zr15Ti30V45Mo15W23,160.912179,15,0,0,30,45,23,15
10051,Zr15Ti45Nb23Mo15W30,156.681085,15,23,0,45,0,30,15
4207,Ta30V15Mo83,234.86257,83,0,30,0,15,0,0
1547,Zr60Ta45Mo23,131.73234,23,0,45,0,0,0,60
3446,Zr15Ta30Nb15W68,222.741733,0,15,30,0,0,68,15
3752,Zr30Nb15V15W68,195.193822,0,15,0,0,15,68,30
1775,Ta45Ti30Mo30W23,199.695705,30,0,45,30,0,23,0
6220,Zr15Ta15Ti38V60,130.818919,0,0,15,38,60,0,15
4577,Ti23Nb60V30Mo15,163.894053,15,60,0,23,30,0,0
8385,Ta30Ti15Nb60Mo23,182.669765,23,60,30,15,0,0,0
1806,Ta15Ti15Nb15V68Mo15,176.55061,15,15,15,15,68,0,0
8518,Zr83Ta15V15W15,107.969292,0,0,15,0,15,15,83
5207,Zr30Mo30W68,216.934518,30,0,0,0,0,68,30
8949,Zr30Ta23Ti15Nb45Mo15,142.455381,15,45,23,15,0,0,30
9892,Zr45Ti23V60,111.50209,0,0,0,23,60,0,45
9437,Zr60Ta23Ti15V15Mo15,117.315276,15,0,23,15,15,0,60
547,Ta23Ti45Nb45V15,146.671618,0,45,23,45,15,0,0
11051,Zr15Ti15V15Mo83,195.99523,83,0,0,15,15,0,15
775,Ta23Ti45V15Mo30W15,177.146816,30,0,23,45,15,15,0
6476,Ta23V90W15,195.981596,0,0,23,0,90,15,0
11607,Zr15Ta30Mo53W30,221.995494,53,0,30,0,0,30,15
2674,Ta23Ti75Mo15W15,147.50772,15,0,23,75,0,15,0
11263,Zr45Ti45W38,125.866779,0,0,0,45,0,38,45
2446,Zr15Ta45V38Mo30,178.703936,30,0,45,0,38,0,15
1830,Zr45Ta15Nb15V15Mo23W15,149.384811,23,15,15,0,15,15,45
2210,Ta15Ti30Mo38W45,222.157537,38,0,15,30,0,45,0
3594,Zr30Ti23Nb30V30W15,131.303772,0,30,0,23,30,15,30
6644,Ta23Ti15Nb15V30Mo15W30,203.043887,15,15,23,15,30,30,0
4583,Ta60Ti23V30Mo15,176.898681,15,0,60,23,30,0,0
7796,Ta23Ti15Nb15V15Mo60,205.283184,60,15,23,15,15,0,0
9261,Ta38Nb30V30Mo15W15,201.539243,15,30,38,0,30,15,0
781,Zr15Ta23Ti45Nb30V15,132.092825,0,30,23,45,15,0,15
3938,Zr38Ta15Ti30Nb30W15,127.645193,0,30,15,30,0,15,38
6482,Zr15V23W90,236.989749,0,0,0,0,23,90,15
123,Ta15Ti15V30Mo23W45,224.264923,23,0,15,15,30,45,0
1653,Zr15Ta45Ti15Nb15Mo23W15,178.718608,23,15,45,15,0,15,15
7550,Ta15Ti15Nb15V23W60,220.912852,0,15,15,15,23,60,0
7762,Ta15Ti30Nb15V15W53,201.98585,0,15,15,30,15,53,0
1495,Zr45Ta15Ti23Mo30W15,141.652811,30,0,15,23,0,15,45
10513,Zr90V15W23,107.4415,0,0,0,0,15,23,90
7306,Zr15Ta15Ti15Nb30Mo23W30,185.925193,23,30,15,15,0,30,15
2022,Ti30Nb15V83,152.769701,0,15,0,30,83,0,0
5809,Ta23Ti15Nb15V15Mo45W15,208.198358,45,15,23,15,15,15,0
9605,Zr30Ta30Nb15V23Mo30,159.689992,30,15,30,0,23,0,30
10183,Zr15Ta45V15Mo23W30,201.814986,23,0,45,0,15,30,15
10721,Ti15V38Mo75,213.879022,75,0,0,15,38,0,0
7908,Zr15Ta45V45Mo23,173.935862,23,0,45,0,45,0,15
11435,Ta60Ti15Nb15V15Mo23,187.343043,23,15,60,15,15,0,0
1461,Zr38Ta15Ti45V15W15,119.674002,0,0,15,45,15,15,38
6229,Ti68Nb15Mo30W15,157.437893,30,15,0,68,0,15,0
3104,Ta15Nb23Mo15W75,260.96556,15,23,15,0,0,75,0
4113,Ta30Nb15V30Mo38W15,216.837156,38,15,30,0,30,15,0
11141,Zr15Ta30Ti45Nb23Mo15,140.437822,15,23,30,45,0,0,15
2764,Zr23Nb75V30,143.915009,0,75,0,0,30,0,23
7440,Zr45Ta30Nb23Mo30,145.602023,30,23,30,0,0,0,45
11525,Zr15Ta15Ti15V23Mo15W45,194.574009,15,0,15,15,23,45,15
8408,Ta60Nb23V30W15,197.108963,0,23,60,0,30,15,0
5125,Ta30Nb15V15Mo23W45,237.127623,23,15,30,0,15,45,0
33,Zr30Ta15Ti15V15Mo30W23,165.067953,30,0,15,15,15,23,30
9982,Zr45Ta53Nb15V15,131.807021,0,15,53,0,15,0,45
7672,Ta30Nb45V23W30,203.544827,0,45,30,0,23,30,0
1318,Zr45Ta30Nb15V23W15,136.729902,0,15,30,0,23,15,45
457,Ta30Ti23Nb30W45,201.079673,0,30,30,23,0,45,0
665,Zr23Ta30Ti30Mo45,157.536867,45,0,30,30,0,0,23
2300,Zr38Ta15Ti15V60,119.825037,0,0,15,15,60,0,38
2132,Ti53Mo30W45,196.145182,30,0,0,53,0,45,0
8850,Ta38Ti15Nb15Mo30W30,215.602788,30,15,38,15,0,30,0
7024,Ta45Ti23Nb15Mo30W15,196.652114,30,15,45,23,0,15,0
11989,Zr60Ta15V38W15,120.837876,0,0,15,0,38,15,60
5919,Zr30Ti15Nb23V15Mo30W15,154.636274,30,23,0,15,15,15,30
3470,Zr15Ti15V15Mo30W53,211.295243,30,0,0,15,15,53,15
10058,Ta23Ti45Nb15V30W15,157.181627,0,15,23,45,30,15,0
5317,Zr15Ti30Nb45V23W15,145.631858,0,45,0,30,23,15,15
6592,Zr45Ta15Nb15V15Mo38,144.280607,38,15,15,0,15,0,45
3642,Zr60Ti38Mo30,111.708636,30,0,0,38,0,0,60
11373,Zr15Nb30V15Mo15W53,211.308192,15,30,0,0,15,53,15
5773,Zr113W15,92.611882,0,0,0,0,0,15,113
1327,Ti15Nb30V23Mo15W45,212.503799,15,30,0,15,23,45,0
11890,Ti15Nb68V30Mo15,170.171288,15,68,0,15,30,0,0
10728,Ta15Nb75V38,174.221003,0,75,15,0,38,0,0
6827,Zr15Ta23Ti30Nb15V30Mo15,144.135696,15,15,23,30,30,0,15
9053,Zr15Mo75W38,236.901187,75,0,0,0,0,38,15
8175,Zr30Ti15Nb15V45Mo23,138.191277,23,15,0,15,45,0,30
9295,Zr15Ta30Ti30Nb15V38,139.481335,0,15,30,30,38,0,15
5800,Ti75Nb23V15W15,135.085017,0,23,0,75,15,15,0
11058,Zr15Ta15Nb83V15,154.962452,0,83,15,0,15,0,15
8511,Ti15Nb15V15W83,240.153943,0,15,0,15,15,83,0
318,Nb75V53,171.160749,0,75,0,0,53,0,0
3931,Ta15Ti30V15Mo30W38,209.304234,30,0,15,30,15,38,0
6440,Zr15Ta30V30Mo38W15,195.04453,38,0,30,0,30,15,15
5458,Zr30Ti38Nb45Mo15,126.688435,15,45,0,38,0,0,30
2219,Ta15Ti30Nb38V45,154.191352,0,38,15,30,45,0,0
2689,Ti23Nb15V75W15,170.888239,0,15,0,23,75,15,0
788,Nb60V23Mo45,202.662158,45,60,0,0,23,0,0
8181,Zr30Ta15V15Mo23W45,192.155118,23,0,15,0,15,45,30
10942,Zr38Ti45V15W30,126.045343,0,0,0,45,15,30,38
4328,Ta15Ti23Nb30V15Mo30W15,190.471807,30,30,15,23,15,15,0
11864,Zr23Ta15Ti30V30W30,149.492624,0,0,15,30,30,30,23
8347,Zr45Ti15Mo15W53,164.089743,15,0,0,15,0,53,45
7901,Nb45V45Mo23W15,201.781697,23,45,0,0,45,15,0
1468,Ti15Nb15V23Mo30W45,225.01332,30,15,0,15,23,45,0
7134,Ti15Nb30V23Mo30W30,209.299605,30,30,0,15,23,30,0
916,Zr15Ta38Ti30Nb15W30,165.820275,0,15,38,30,0,30,15
3132,Ta15Ti23V15W75,228.951715,0,0,15,23,15,75,0
3569,Zr23Nb30V60W15,153.334166,0,30,0,0,60,15,23
2817,Zr53Ti15Nb15V15W30,127.807476,0,15,0,15,15,30,53
4926,Ta15Mo83W30,266.180392,83,0,15,0,0,30,0
8723,Ta30Ti30Nb15V15Mo23W15,183.903616,23,15,30,30,15,15,0
7559,Ta45Nb15V30Mo23W15,208.266346,23,15,45,0,30,15,0
3828,Zr15Ta15Ti15Nb15V23Mo15W30,179.363214,15,15,15,15,23,30,15
7686,Zr15Ta15Ti45Nb30Mo23,141.087007,23,30,15,45,0,0,15
6672,Zr15Ta30V15Mo68,202.51348,68,0,30,0,15,0,15
2642,Zr30Ta15V15Mo68,180.397938,68,0,15,0,15,0,30
9378,Zr60Ta15Ti15Nb38,109.917578,0,38,15,15,0,0,60
6818,Zr15Ti30Nb23V60,133.21518,0,23,0,30,60,0,15
4807,Zr30Nb53Mo15W30,170.53987,15,53,0,0,0,30,30
8098,Nb23V60Mo30W15,208.559904,30,23,0,0,60,15,0
8982,Zr30Ti15Nb45V23Mo15,137.120819,15,45,0,15,23,0,30
5467,Zr30Ta45Mo15W38,186.7659,15,0,45,0,0,38,30
11255,Ta45Ti38V45,153.213738,0,0,45,38,45,0,0
3764,Zr15Ti30Nb38Mo45,161.764933,45,38,0,30,0,0,15
4541,Nb75Mo15W38,217.653201,15,75,0,0,0,38,0
10373,Zr15Ti38Nb30W45,164.956652,0,30,0,38,0,45,15
691,Ta15Nb23V15Mo60W15,230.326155,60,23,15,0,15,15,0
4125,Ta15Ti30Nb38V30W15,166.340737,0,38,15,30,30,15,0
4317,Zr15Ti45Nb15V23Mo15W15,144.168232,15,15,0,45,23,15,15
1033,Zr15Ti60Nb38W15,129.00992,0,38,0,60,0,15,15
4919,Ta30Nb15Mo83,234.412176,83,15,30,0,0,0,0
1549,Ti45Mo23W60,211.721544,23,0,0,45,0,60,0
3226,Zr15Ta15Ti68Mo15W15,135.318297,15,0,15,68,0,15,15
5655,Ta30Ti15Nb38V15Mo30,186.333325,30,38,30,15,15,0,0
6024,Ta15Nb15V45Mo15W38,222.734036,15,15,15,0,45,38,0
3300,Nb15V30Mo15W68,250.634449,15,15,0,0,30,68,0
11093,Zr45Ta45Nb15V23,128.995167,0,15,45,0,23,0,45
10387,Zr15Ti30Nb30V23Mo30,151.090628,30,30,0,30,23,0,15
8378,Zr15Ti15V15Mo15W68,215.519375,15,0,0,15,15,68,15
3556,Ti60V15Mo30W23,169.799329,30,0,0,60,15,23,0
8516,Zr83Ta15Ti15V15,98.237015,0,0,15,15,15,0,83
10717,Ta15Ti38Mo75,196.758804,75,0,15,38,0,0,0
5493,Ti15Nb15V30Mo45W23,213.18918,45,15,0,15,30,23,0
115,Zr45Ta15Ti30Nb15Mo23,122.57243,23,15,15,30,0,0,45
1457,Zr38Ta45Ti15Nb15V15,128.046,0,15,45,15,15,0,38
6216,Zr15Ti38Nb15V60,129.451105,0,15,0,38,60,0,15
6102,Zr60Ti15Mo23W30,135.439418,23,0,0,15,0,30,60
6754,Zr45Ta15V23W45,157.577812,0,0,15,0,23,45,45
7592,Zr23Ta30Mo30W45,209.813887,30,0,30,0,0,45,23
2484,Zr15Ta60Ti15Nb15W23,174.902387,0,15,60,15,0,23,15
9516,Zr30Ti15Nb60V23,128.742055,0,60,0,15,23,0,30
3810,Zr30Ti15V38Mo45,150.565214,45,0,0,15,38,0,30
4467,Zr30Ti30Nb23V45,120.883288,0,23,0,30,45,0,30
6798,Nb30V60Mo23W15,202.859185,23,30,0,0,60,15,0
9976,Zr45Ti53Mo15W15,115.775103,15,0,0,53,0,15,45
585,Ta45Nb30V53,182.425715,0,30,45,0,53,0,0
10255,Zr45Nb15V38Mo30,134.34544,30,15,0,0,38,0,45
9850,Ta30Ti75V23,130.069684,0,0,30,75,23,0,0
10141,Zr45Ti15Nb53V15,117.141284,0,53,0,15,15,0,45
3448,Zr15Ti30Nb15V68,133.143364,0,15,0,30,68,0,15
2790,Zr15Ta23V30Mo30W30,203.652708,30,0,23,0,30,30,15
10525,Ti75Mo38W15,158.668142,38,0,0,75,0,15,0
929,Nb98W30,198.841826,0,98,0,0,0,30,0
1201,Zr60V23Mo45,130.46706,45,0,0,0,23,0,60
3790,Zr15Ta45Ti38W30,160.279043,0,0,45,38,0,30,15
1743,Ta15Ti15Nb38Mo30W30,210.741055,30,38,15,15,0,30,0
4773,Ta23Ti15V30Mo60,205.800486,60,0,23,15,30,0,0
2470,Ta15Nb60V23Mo15W15,198.038938,15,60,15,0,23,15,0
7330,Ti45Nb38V45,142.240117,0,38,0,45,45,0,0
1665,Ta23Mo75W30,259.669977,75,0,23,0,0,30,0
9408,Ta15Nb60W53,223.055989,0,60,15,0,0,53,0
8340,Ta15Ti53Mo15W45,188.252092,15,0,15,53,0,45,0
9292,Zr15Ta30V30Mo15W38,201.432826,15,0,30,0,30,38,15
2226,Zr45Ti15Nb38V30,115.112738,0,38,0,15,30,0,45
3013,Ti60Mo38W30,181.997554,38,0,0,60,0,30,0
6337,Ta45Nb53V15Mo15,190.661276,15,53,45,0,15,0,0
11380,Zr15Ta30Ti15Nb15V53,145.789521,0,15,30,15,53,0,15
9529,Zr15Ta38Nb30Mo30W15,193.260786,30,30,38,0,0,15,15
4838,Zr15Ta15Nb30Mo30W38,210.392634,30,30,15,0,0,38,15
1691,Zr30Ti75W23,115.203992,0,0,0,75,0,23,30
7754,Zr53Ti30Nb15V15Mo15,112.616711,15,15,0,30,15,0,53
2936,Ta30Ti30V38Mo30,176.393267,30,0,30,30,38,0,0
5807,Zr15Ta23V75W15,169.709164,0,0,23,0,75,15,15
11945,Zr45Nb53W30,146.317894,0,53,0,0,0,30,45
7681,Zr30Ta45Ti30W23,145.153887,0,0,45,30,0,23,30
8868,Zr30Ti15Nb30V38W15,137.141413,0,30,0,15,38,15,30
10897,Zr53Ta15Nb30V30,118.211197,0,30,15,0,30,0,53
4236,Ta15Ti30Nb45V23Mo15,163.237448,15,45,15,30,23,0,0
10299,Zr30Ta45Ti15Nb23W15,148.410513,0,23,45,15,0,15,30
743,Zr38V60Mo30,141.223046,30,0,0,0,60,0,38
7308,Zr15Ti15Nb30V15Mo23W30,183.559135,23,30,0,15,15,30,15
3221,Zr15Ti68Nb15V15Mo15,123.635951,15,15,0,68,15,0,15
8266,Zr45Ti30Nb23V15Mo15,116.686637,15,23,0,30,15,0,45
11609,Zr15Ti30V30Mo53,165.420655,53,0,0,30,30,0,15
4699,Ta15Ti75Nb15W23,143.931954,0,15,15,75,0,23,0
8724,Zr15Ta30Ti30Nb15V15Mo23,151.718319,23,15,30,30,15,0,15
1576,Zr15Ta30Ti15Nb15Mo15W38,191.329956,15,15,30,15,0,38,15
11863,Zr23Ti30Nb15V30W30,146.778612,0,15,0,30,30,30,23
6561,Ta15Ti45Nb15V30W23,163.271387,0,15,15,45,30,23,0
8976,Ta15Ti23Nb45Mo15W30,194.828904,15,45,15,23,0,30,0
4004,Ti15Nb15V60Mo23W15,193.338743,23,15,0,15,60,15,0
7478,Ti15Nb30V45Mo15W23,192.482782,15,30,0,15,45,23,0
7102,Zr15Nb15Mo75W23,224.107461,75,15,0,0,0,23,15
1744,Zr30Ta15Ti15Nb38Mo30,147.226637,30,38,15,15,0,0,30
10252,Ti38Nb15Mo30W45,206.326215,30,15,0,38,0,45,0
6478,Zr15Ta23W90,239.692993,0,0,23,0,0,90,15
4460,Ta30Ti45Nb23V30,146.617027,0,23,30,45,30,0,0
1112,Ta60Nb23Mo15W30,219.071895,15,23,60,0,0,30,0
10989,Zr15Ti15Nb30V15Mo15W38,185.595824,15,30,0,15,15,38,15
8430,Ta23Ti30V15Mo45W15,198.066535,45,0,23,30,15,15,0
2828,Ti75Nb15Mo38,144.631921,38,15,0,75,0,0,0
8054,Ta45V53Mo15W15,205.155351,15,0,45,0,53,15,0
2448,Ti45V38Mo30W15,173.735756,30,0,0,45,38,15,0
2797,Zr15Ta30Ti23V30W30,168.101283,0,0,30,23,30,30,15
3936,Ta15Ti30Nb30V15W38,186.679162,0,30,15,30,15,38,0
11403,Zr15Ta30Nb15V23W45,196.879868,0,15,30,0,23,45,15
5209,Ta68Nb30V30,187.335206,0,30,68,0,30,0,0
9098,Zr68Ta30Nb15V15,112.354702,0,15,30,0,15,0,68
5231,Ta15Nb60V15Mo23W15,204.106737,23,60,15,0,15,15,0
911,Zr15Ta38Ti30Mo15W30,174.840035,15,0,38,30,0,30,15
10404,Zr15Ta30Nb15V15Mo30W23,197.707631,30,15,30,0,15,23,15
2810,Zr53Ta15Ti15Mo15W30,138.729733,15,0,15,15,0,30,53
10636,Ta23Ti60Nb15Mo15W15,157.25394,15,15,23,60,0,15,0
7906,Zr15Ta45Ti45Mo23,146.95942,23,0,45,45,0,0,15
8172,Zr30Ta15Nb15V45Mo23,150.045247,23,15,15,0,45,0,30
11179,Zr15V15Mo45W53,233.788423,45,0,0,0,15,53,15
696,Zr15Ti15Nb23Mo60W15,195.800019,60,23,0,15,0,15,15
549,Zr15Ta23Ti45Nb45,132.792788,0,45,23,45,0,0,15
5003,Nb15V15Mo60W38,249.424843,60,15,0,0,15,38,0
837,Zr45Ta15Ti30Nb15V23,114.081657,0,15,15,30,23,0,45
6753,Zr45Ta15Ti23W45,146.280039,0,0,15,23,0,45,45
9186,Ti30Nb30V38W30,177.699831,0,30,0,30,38,30,0
239,Zr30Ti45Nb38Mo15,122.840212,15,38,0,45,0,0,30
7798,Zr15Ta23Ti15Nb15Mo60,185.860096,60,15,23,15,0,0,15
7566,Ta15Ti45V30Mo23W15,171.821098,23,0,15,45,30,15,0
7820,Ta15Nb45V38Mo15W15,197.564385,15,45,15,0,38,15,0
2014,Zr83Ti30Mo15,97.408028,15,0,0,30,0,0,83
327,Zr53Ti75,92.99341,0,0,0,75,0,0,53
8602,Zr45Ta38Ti15Mo15W15,140.700757,15,0,38,15,0,15,45
571,Nb45V53Mo30,192.770973,30,45,0,0,53,0,0
6686,Zr15Ti30Nb68W15,146.846625,0,68,0,30,0,15,15
11631,Ti15Nb30V38Mo45,192.454196,45,30,0,15,38,0,0
3645,Zr60Mo30W38,154.473198,30,0,0,0,0,38,60
11067,Zr15Ta83V15W15,180.829939,0,0,83,0,15,15,15
4787,Zr30Ta23Nb60V15,142.046175,0,60,23,0,15,0,30
7939,Ta15Ti30V30Mo53,187.705618,53,0,15,30,30,0,0
10146,Zr45Ta53Ti15W15,136.551247,0,0,53,15,0,15,45
10179,Zr15Nb45V15Mo23W30,194.374471,23,45,0,0,15,30,15
1696,Zr38Ta30Nb15V15Mo15W15,151.76819,15,15,30,0,15,15,38
5262,Ta53V15Mo30W30,231.848942,30,0,53,0,15,30,0
5652,Zr15Ta15Ti68W30,138.564563,0,0,15,68,0,30,15
1808,Zr68Ta15Ti15Nb15Mo15,110.883329,15,15,15,15,0,0,68
1239,Zr15Ta30Ti15Nb38V30,147.886381,0,38,30,15,30,0,15
10945,Zr15Ta30Ti38Nb15Mo15W15,156.112761,15,15,30,38,0,15,15
2013,Ti30Mo15W83,240.107304,15,0,0,30,0,83,0
1450,Zr38Nb45V15Mo15W15,148.205795,15,45,0,0,15,15,38
11404,Zr15Ti30Nb15V23W45,169.190514,0,15,0,30,23,45,15
11252,Nb45V38W45,213.291772,0,45,0,0,38,45,0
8186,Zr30Ta15Nb23V15W45,176.353603,0,23,15,0,15,45,30
4774,Ta23Ti15Mo60W30,233.83155,60,0,23,15,0,30,0
4122,Zr15Ta15Ti30Mo38W30,185.153648,38,0,15,30,0,30,15
11299,Ti98Nb15V15,112.870134,0,15,0,98,15,0,0
4579,Zr30Ti23Nb60Mo15,133.520771,15,60,0,23,0,0,30
5699,Ta15Nb30V45W38,209.937582,0,30,15,0,45,38,0
7561,Zr15Ta45Nb15Mo23W30,202.191594,23,15,45,0,0,30,15
2483,Zr15Ta60Ti15Nb15V23,153.553672,0,15,60,15,23,0,15
1837,Zr15Ta15Ti38Nb30Mo15W15,152.429282,15,30,15,38,0,15,15
11060,Ti15Nb83V15W15,173.740727,0,83,0,15,15,15,0
5494,Zr23Ti15Nb15V30Mo45,160.057195,45,15,0,15,30,0,23
5004,Zr38Nb15V15Mo60,163.019658,60,15,0,0,15,0,38
10710,Zr30Ta38V15W45,179.711161,0,0,38,0,15,45,30
9054,Ta38Ti15Nb75,171.332637,0,75,38,15,0,0,0
10522,Ta75Mo38W15,226.224478,38,0,75,0,0,15,0
11897,Ta68Ti15Mo15W30,212.376566,15,0,68,15,0,30,0
7595,Zr23Ti30Mo30W45,182.625585,30,0,0,30,0,45,23
11094,Zr45Ta45Nb15W23,148.78757,0,15,45,0,0,23,45
7753,Ti30Nb15V15Mo15W53,210.522674,15,15,0,30,15,53,0
2477,Ta60Ti15V23Mo15W15,195.643805,15,0,60,15,23,15,0
9266,Zr15Ti38Nb30Mo15W30,163.571852,15,30,0,38,0,30,15
744,Zr38Mo30W60,199.142477,30,0,0,0,0,60,38
1662,Zr30Nb23Mo75,184.298466,75,23,0,0,0,0,30
9259,Ta38Ti30Nb30Mo15W15,180.977376,15,30,38,30,0,15,0
3338,Ti60Mo15W53,188.422417,15,0,0,60,0,53,0
10374,Zr15Nb30V38W45,191.836238,0,30,0,0,38,45,15
6681,Ta30Nb68V15W15,191.315539,0,68,30,0,15,15,0
576,Ta45Mo30W53,251.070404,30,0,45,0,0,53,0
3135,Zr75Ta15V23W15,113.460833,0,0,15,0,23,15,75
5236,Zr15Ti15Nb60Mo23W15,170.268432,23,60,0,15,0,15,15
9602,Ta30Ti23Nb15Mo30W30,207.76032,30,15,30,23,0,30,0
5838,Ta75Ti23Nb15W15,183.799124,0,15,75,23,0,15,0
9868,Zr45Ta60Mo23,147.338339,23,0,60,0,0,0,45
6820,Zr15Nb23V30W60,206.505975,0,23,0,0,30,60,15
2221,Zr45Ta15Ti30Nb38,114.655365,0,38,15,30,0,0,45
8529,Zr15Ta15Ti15Nb38Mo45,174.754064,45,38,15,15,0,0,15
11636,Zr38Nb30Mo45W15,167.439596,45,30,0,0,0,15,38
7105,Zr15Ta15Ti23Mo75,188.262692,75,0,15,23,0,0,15
8971,Zr15Ta15Nb45V23Mo15W15,177.442238,15,45,15,0,23,15,15
9430,Zr60Ta15Nb23V15Mo15,122.985894,15,23,15,0,15,0,60
4921,Nb15V30Mo83,230.31817,83,15,0,0,30,0,0
6707,Zr15Ti15Nb53V30Mo15,151.029316,15,53,0,15,30,0,15
7397,Zr15Ta68Ti15Nb15V15,155.782779,0,15,68,15,15,0,15
7083,Zr30Ta30Ti23V15Mo30,145.065462,30,0,30,23,15,0,30
